ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
4063,2020,35-44,Huanuco,Octubre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,Cerrada
4064,2019,45-54,Huanuco,Julio,Agresión sexual,Atención psicológica,Blanco,Comisaria,No,-
4065,2019,6-11,Cusco,Abril,Violencia de género,Campañas de sensibilización,Quechua,CEM,No,-
4066,2018,35-44,San Martín,Mayo,Agresión sexual,Talleres de prevención,Mestizo,Línea 100,Sí,Cerrada
4067,2023,35-44,Puno,Noviembre,Violencia familiar,Atención psicológica,Indígena amazónico,Línea 100,No,-
4068,2018,0-5,Ancash,Mayo,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,No,-
4069,2018,6-11,Ancash,Noviembre,Violencia familiar,Asesoramiento legal,Quechua,Línea 100,Sí,Cerrada
4070,2018,18-24,Moquegua,Diciembre,Violencia familiar,Asesoramiento legal,Quechua,Línea 100,No,-
4071,2021,45-54,Madre de Dios,Marzo,Violencia doméstica,Talleres de prevención,Afrodescendiente,Comisaria,No,-
4072,2021,45-54,La Libertad,Abril,Violencia familiar,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,Cerrada
4073,2019,35-44,Loreto,Diciembre,Violencia familiar,Campañas de sensibilización,Quechua,Centro de Salud,Sí,En proceso
4074,2023,45-54,Amazonas,Julio,Violencia de género,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
4075,2019,35-44,Ica,Julio,Violencia de género,Atención psicológica,Afrodescendiente,Comisaria,Sí,Cerrada
4076,2021,35-44,Tacna,Abril,Violencia familiar,Atención psicológica,Quechua,Centro de Salud,No,-
4077,2018,25-34,La Libertad,Noviembre,Agresión sexual,Talleres de prevención,Blanco,CEM,Sí,En investigación
4078,2021,12-17,Piura,Marzo,Violencia doméstica,Talleres de prevención,Mestizo,Línea 100,No,-
4079,2021,6-11,La Libertad,Mayo,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,En proceso
4080,2019,55 o más,Ica,Diciembre,Violencia familiar,Programas de educación indígena,Quechua,Centro de Salud,Sí,En investigación
4081,2019,6-11,Piura,Julio,Agresión sexual,Atención psicológica,Mestizo,Comisaria,No,-
4082,2020,45-54,Lambayeque,Abril,Violencia de pareja,Campañas de sensibilización,Quechua,Línea 100,Sí,Pendiente
4083,2020,45-54,Junín,Abril,Violencia doméstica,Asesoramiento legal,Blanco,CEM,Sí,En investigación
4084,2023,12-17,Ayacucho,Mayo,Violencia de pareja,Atención psicológica,Quechua,Centro de Salud,Sí,Pendiente
4085,2018,6-11,Amazonas,Septiembre,Violencia de pareja,Asesoramiento legal,Blanco,CEM,Sí,Cerrada
4086,2020,55 o más,Ancash,Abril,Violencia doméstica,Talleres de prevención,Indígena amazónico,Comisaria,No,-
4087,2023,25-34,Huancavelica,Noviembre,Violencia doméstica,Asesoramiento legal,Quechua,CEM,No,-
4088,2022,25-34,Puno,Julio,Violencia de pareja,Atención psicológica,Indígena amazónico,Centro de Salud,No,-
4089,2018,25-34,Piura,Diciembre,Agresión sexual,Atención psicológica,Blanco,CEM,Sí,Cerrada
4090,2020,0-5,Ucayali,Junio,Violencia de género,Programas de educación indígena,Afrodescendiente,CEM,Sí,Cerrada
4091,2021,25-34,Puno,Junio,Agresión sexual,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4092,2021,12-17,Loreto,Junio,Violencia de pareja,Talleres de prevención,Quechua,Línea 100,Sí,En proceso
4093,2022,0-5,Lambayeque,Octubre,Violencia familiar,Talleres de prevención,Afrodescendiente,Línea 100,No,-
4094,2023,12-17,Ancash,Marzo,Violencia doméstica,Asesoramiento legal,Blanco,Línea 100,Sí,En proceso
4095,2022,25-34,Loreto,Diciembre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,En investigación
4096,2021,25-34,Arequipa,Abril,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,Sí,Cerrada
4097,2018,18-24,Ica,Noviembre,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
4098,2021,55 o más,Cajamarca,Junio,Violencia familiar,Talleres de prevención,Blanco,Comisaria,Sí,En proceso
4099,2019,35-44,Apurimac,Abril,Violencia de género,Talleres de prevención,Blanco,Línea 100,No,-
4100,2023,0-5,Arequipa,Enero,Agresión sexual,Talleres de prevención,Quechua,Comisaria,No,-
4101,2023,0-5,Arequipa,Septiembre,Violencia de pareja,Campañas de sensibilización,Mestizo,Línea 100,No,-
4102,2019,35-44,Piura,Noviembre,Violencia de pareja,Atención psicológica,Blanco,CEM,Sí,Pendiente
4103,2018,25-34,Amazonas,Febrero,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,Sí,En proceso
4104,2020,0-5,Ayacucho,Diciembre,Violencia familiar,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
4105,2020,18-24,Puno,Octubre,Agresión sexual,Talleres de prevención,Afrodescendiente,Comisaria,No,-
4106,2019,6-11,Lambayeque,Agosto,Agresión sexual,Talleres de prevención,Blanco,CEM,Sí,Cerrada
4107,2020,55 o más,Callao,Mayo,Agresión sexual,Talleres de prevención,Blanco,Centro de Salud,No,-
4108,2023,55 o más,Cajamarca,Julio,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En proceso
4109,2021,45-54,Amazonas,Junio,Violencia doméstica,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Cerrada
4110,2020,55 o más,Madre de Dios,Febrero,Violencia de género,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
4111,2021,0-5,San Martín,Noviembre,Violencia de pareja,Asesoramiento legal,Mestizo,CEM,Sí,En proceso
4112,2021,0-5,Junín,Febrero,Agresión sexual,Programas de educación indígena,Quechua,Comisaria,No,-
4113,2019,35-44,Pasco,Enero,Violencia de pareja,Atención psicológica,Mestizo,CEM,No,-
4114,2022,25-34,Huanuco,Diciembre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,En proceso
4115,2019,45-54,Loreto,Diciembre,Violencia doméstica,Programas de educación indígena,Mestizo,Línea 100,No,-
4116,2021,35-44,Lambayeque,Marzo,Violencia familiar,Campañas de sensibilización,Quechua,CEM,Sí,En investigación
4117,2021,45-54,Madre de Dios,Febrero,Violencia doméstica,Programas de educación indígena,Mestizo,Línea 100,No,-
4118,2023,45-54,Huancavelica,Julio,Violencia familiar,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
4119,2021,18-24,Ica,Junio,Violencia doméstica,Campañas de sensibilización,Blanco,Línea 100,No,-
4120,2023,55 o más,Piura,Mayo,Violencia de pareja,Campañas de sensibilización,Mestizo,Centro de Salud,Sí,Cerrada
4121,2021,6-11,Huancavelica,Diciembre,Violencia de pareja,Asesoramiento legal,Indígena amazónico,CEM,Sí,Pendiente
4122,2021,35-44,Madre de Dios,Noviembre,Violencia de género,Campañas de sensibilización,Blanco,Centro de Salud,Sí,En investigación
4123,2023,55 o más,Huanuco,Agosto,Violencia doméstica,Talleres de prevención,Mestizo,CEM,Sí,En investigación
4124,2020,25-34,San Martín,Mayo,Violencia doméstica,Talleres de prevención,Quechua,Comisaria,No,-
4125,2021,55 o más,Moquegua,Octubre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Línea 100,Sí,Pendiente
4126,2019,55 o más,Ancash,Diciembre,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
4127,2020,25-34,Piura,Octubre,Agresión sexual,Campañas de sensibilización,Quechua,Línea 100,Sí,Pendiente
4128,2023,0-5,Apurimac,Julio,Violencia doméstica,Programas de educación indígena,Mestizo,Línea 100,No,-
4129,2021,18-24,Pasco,Mayo,Agresión sexual,Campañas de sensibilización,Indígena amazónico,CEM,Sí,Cerrada
4130,2023,45-54,Lima,Marzo,Violencia de género,Atención psicológica,Afrodescendiente,Línea 100,No,-
4131,2019,6-11,Ancash,Mayo,Violencia de género,Atención psicológica,Mestizo,Línea 100,No,-
4132,2023,0-5,Pasco,Junio,Agresión sexual,Atención psicológica,Blanco,Centro de Salud,Sí,En investigación
4133,2019,25-34,Ancash,Julio,Agresión sexual,Talleres de prevención,Mestizo,CEM,Sí,Pendiente
4134,2018,18-24,Moquegua,Septiembre,Violencia doméstica,Programas de educación indígena,Mestizo,Comisaria,Sí,En investigación
4135,2023,35-44,San Martín,Octubre,Agresión sexual,Atención psicológica,Afrodescendiente,Línea 100,No,-
4136,2023,6-11,Amazonas,Septiembre,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,En investigación
4137,2021,25-34,Lambayeque,Julio,Violencia familiar,Atención psicológica,Quechua,Comisaria,Sí,Pendiente
4138,2023,0-5,Amazonas,Enero,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
4139,2019,18-24,La Libertad,Julio,Agresión sexual,Talleres de prevención,Blanco,CEM,Sí,En proceso
4140,2018,6-11,Tacna,Julio,Violencia doméstica,Atención psicológica,Blanco,Comisaria,Sí,En proceso
4141,2023,25-34,San Martín,Junio,Violencia familiar,Campañas de sensibilización,Blanco,Línea 100,Sí,Cerrada
4142,2021,6-11,Huanuco,Enero,Agresión sexual,Talleres de prevención,Indígena amazónico,CEM,No,-
4143,2021,35-44,Cusco,Enero,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Centro de Salud,No,-
4144,2022,35-44,Madre de Dios,Enero,Agresión sexual,Atención psicológica,Indígena amazónico,CEM,No,-
4145,2019,55 o más,Lima,Septiembre,Violencia de género,Programas de educación indígena,Blanco,Centro de Salud,Sí,En proceso
4146,2018,35-44,Huancavelica,Mayo,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4147,2018,6-11,Huancavelica,Febrero,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,Cerrada
4148,2023,35-44,Callao,Abril,Violencia de pareja,Talleres de prevención,Quechua,Centro de Salud,Sí,En investigación
4149,2023,45-54,Tumbes,Julio,Violencia de pareja,Programas de educación indígena,Afrodescendiente,CEM,Sí,En proceso
4150,2018,35-44,Puno,Diciembre,Agresión sexual,Programas de educación indígena,Quechua,Línea 100,Sí,Cerrada
4151,2022,0-5,Huanuco,Febrero,Agresión sexual,Talleres de prevención,Blanco,Comisaria,Sí,En proceso
4152,2018,25-34,Cusco,Marzo,Violencia familiar,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,Cerrada
4153,2022,35-44,Loreto,Febrero,Violencia doméstica,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
4154,2022,55 o más,Tumbes,Julio,Violencia familiar,Programas de educación indígena,Blanco,Centro de Salud,No,-
4155,2022,18-24,Arequipa,Mayo,Violencia de pareja,Programas de educación indígena,Blanco,Línea 100,No,-
4156,2021,25-34,La Libertad,Diciembre,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4157,2021,12-17,Ica,Mayo,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,Sí,En proceso
4158,2019,12-17,Tacna,Julio,Violencia de género,Talleres de prevención,Blanco,Comisaria,Sí,En proceso
4159,2020,0-5,Tumbes,Diciembre,Violencia familiar,Talleres de prevención,Indígena amazónico,Línea 100,Sí,En proceso
4160,2020,45-54,Callao,Octubre,Agresión sexual,Campañas de sensibilización,Mestizo,Comisaria,No,-
4161,2022,0-5,San Martín,Abril,Violencia familiar,Campañas de sensibilización,Mestizo,Línea 100,No,-
4162,2023,12-17,Apurimac,Junio,Violencia de género,Asesoramiento legal,Quechua,Línea 100,No,-
4163,2021,0-5,Cusco,Octubre,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,Sí,En investigación
4164,2023,0-5,Cusco,Mayo,Violencia de pareja,Programas de educación indígena,Blanco,Centro de Salud,Sí,En proceso
4165,2020,6-11,Lambayeque,Abril,Violencia familiar,Campañas de sensibilización,Quechua,CEM,No,-
4166,2019,55 o más,Cusco,Marzo,Violencia de pareja,Talleres de prevención,Mestizo,Comisaria,Sí,Pendiente
4167,2022,6-11,La Libertad,Diciembre,Violencia de pareja,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Pendiente
4168,2019,35-44,Tumbes,Julio,Violencia de género,Programas de educación indígena,Afrodescendiente,Línea 100,No,-
4169,2021,55 o más,Ucayali,Febrero,Violencia de género,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,Pendiente
4170,2021,45-54,Huanuco,Junio,Agresión sexual,Atención psicológica,Mestizo,Centro de Salud,No,-
4171,2021,55 o más,Loreto,Noviembre,Agresión sexual,Talleres de prevención,Quechua,Centro de Salud,Sí,Cerrada
4172,2019,25-34,Tumbes,Febrero,Violencia de género,Asesoramiento legal,Indígena amazónico,Comisaria,Sí,Pendiente
4173,2022,45-54,Tumbes,Octubre,Agresión sexual,Talleres de prevención,Indígena amazónico,Centro de Salud,Sí,Pendiente
4174,2020,35-44,Huancavelica,Julio,Violencia de género,Atención psicológica,Afrodescendiente,Línea 100,Sí,En proceso
4175,2019,6-11,Tacna,Agosto,Violencia familiar,Talleres de prevención,Quechua,Comisaria,Sí,Pendiente
4176,2022,35-44,Ucayali,Agosto,Violencia de pareja,Atención psicológica,Afrodescendiente,Centro de Salud,Sí,En proceso
4177,2018,12-17,Arequipa,Julio,Violencia doméstica,Talleres de prevención,Blanco,Comisaria,Sí,En investigación
4178,2019,35-44,San Martín,Diciembre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Comisaria,No,-
4179,2021,12-17,Moquegua,Diciembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4180,2021,12-17,Lambayeque,Diciembre,Violencia familiar,Talleres de prevención,Afrodescendiente,Línea 100,Sí,En investigación
4181,2020,25-34,Lambayeque,Septiembre,Violencia de género,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
4182,2022,12-17,Junín,Marzo,Agresión sexual,Programas de educación indígena,Quechua,Línea 100,No,-
4183,2019,45-54,Madre de Dios,Febrero,Violencia de género,Programas de educación indígena,Indígena amazónico,CEM,No,-
4184,2020,45-54,Cajamarca,Julio,Violencia familiar,Asesoramiento legal,Mestizo,Comisaria,No,-
4185,2022,6-11,Cusco,Agosto,Agresión sexual,Programas de educación indígena,Mestizo,Centro de Salud,Sí,Cerrada
4186,2022,18-24,La Libertad,Mayo,Violencia de pareja,Talleres de prevención,Blanco,CEM,No,-
4187,2022,35-44,Huanuco,Diciembre,Violencia de pareja,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
4188,2023,35-44,Junín,Abril,Violencia de pareja,Asesoramiento legal,Afrodescendiente,CEM,Sí,En investigación
4189,2019,35-44,Ucayali,Junio,Violencia de pareja,Programas de educación indígena,Indígena amazónico,CEM,No,-
4190,2022,12-17,Ica,Agosto,Violencia doméstica,Atención psicológica,Afrodescendiente,Línea 100,Sí,En investigación
4191,2023,0-5,Huancavelica,Marzo,Violencia de género,Campañas de sensibilización,Mestizo,Centro de Salud,Sí,Pendiente
4192,2021,55 o más,Huanuco,Septiembre,Violencia de pareja,Talleres de prevención,Afrodescendiente,Línea 100,No,-
4193,2022,18-24,Piura,Mayo,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,No,-
4194,2020,12-17,Huanuco,Octubre,Violencia familiar,Campañas de sensibilización,Blanco,CEM,Sí,Pendiente
4195,2023,55 o más,Ica,Febrero,Violencia de género,Programas de educación indígena,Afrodescendiente,CEM,No,-
4196,2020,0-5,Huancavelica,Junio,Violencia de pareja,Talleres de prevención,Blanco,Centro de Salud,No,-
4197,2018,0-5,Lima,Febrero,Violencia familiar,Talleres de prevención,Quechua,Comisaria,Sí,Cerrada
4198,2019,45-54,Ucayali,Septiembre,Violencia de pareja,Asesoramiento legal,Indígena amazónico,Línea 100,Sí,Cerrada
4199,2019,55 o más,Puno,Marzo,Violencia de pareja,Atención psicológica,Quechua,CEM,Sí,En proceso
4200,2018,45-54,Cajamarca,Junio,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
4201,2019,6-11,San Martín,Agosto,Violencia de género,Programas de educación indígena,Afrodescendiente,CEM,No,-
4202,2023,35-44,Madre de Dios,Agosto,Violencia de pareja,Talleres de prevención,Quechua,Centro de Salud,Sí,Cerrada
4203,2018,35-44,Tacna,Febrero,Violencia de pareja,Asesoramiento legal,Mestizo,CEM,Sí,En investigación
4204,2018,35-44,Puno,Noviembre,Agresión sexual,Atención psicológica,Afrodescendiente,Comisaria,No,-
4205,2023,25-34,Lima,Junio,Violencia doméstica,Programas de educación indígena,Quechua,Comisaria,No,-
4206,2023,35-44,Madre de Dios,Septiembre,Agresión sexual,Campañas de sensibilización,Quechua,Comisaria,No,-
4207,2018,18-24,Apurimac,Mayo,Violencia de género,Programas de educación indígena,Blanco,Comisaria,No,-
4208,2020,45-54,Loreto,Octubre,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En proceso
4209,2019,55 o más,Moquegua,Marzo,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,No,-
4210,2023,18-24,Junín,Agosto,Violencia doméstica,Talleres de prevención,Indígena amazónico,Centro de Salud,Sí,En investigación
4211,2021,45-54,Ayacucho,Agosto,Violencia de género,Talleres de prevención,Quechua,Centro de Salud,Sí,Cerrada
4212,2020,18-24,Moquegua,Febrero,Violencia de género,Talleres de prevención,Quechua,CEM,No,-
4213,2021,18-24,Tacna,Mayo,Violencia de pareja,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
4214,2019,35-44,Puno,Mayo,Violencia familiar,Programas de educación indígena,Afrodescendiente,CEM,Sí,Cerrada
4215,2021,55 o más,Pasco,Marzo,Violencia de pareja,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
4216,2018,0-5,Tacna,Septiembre,Violencia de género,Programas de educación indígena,Afrodescendiente,CEM,No,-
4217,2020,6-11,Cusco,Septiembre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,CEM,Sí,En investigación
4218,2022,45-54,Callao,Septiembre,Agresión sexual,Programas de educación indígena,Mestizo,Comisaria,No,-
4219,2018,18-24,Madre de Dios,Marzo,Violencia de pareja,Campañas de sensibilización,Blanco,Línea 100,Sí,Cerrada
4220,2022,45-54,Amazonas,Enero,Violencia familiar,Asesoramiento legal,Afrodescendiente,CEM,Sí,Cerrada
4221,2018,6-11,Cajamarca,Enero,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,No,-
4222,2023,25-34,Amazonas,Abril,Violencia de género,Asesoramiento legal,Quechua,Comisaria,Sí,Pendiente
4223,2018,25-34,Ayacucho,Abril,Violencia doméstica,Atención psicológica,Mestizo,Centro de Salud,No,-
4224,2018,45-54,La Libertad,Abril,Agresión sexual,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
4225,2018,18-24,Ucayali,Octubre,Agresión sexual,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
4226,2021,12-17,Callao,Noviembre,Violencia doméstica,Programas de educación indígena,Quechua,Centro de Salud,No,-
4227,2020,12-17,Loreto,Junio,Violencia de pareja,Asesoramiento legal,Quechua,Centro de Salud,No,-
4228,2023,55 o más,Huancavelica,Septiembre,Violencia familiar,Asesoramiento legal,Blanco,Línea 100,No,-
4229,2022,18-24,Ucayali,Marzo,Violencia doméstica,Talleres de prevención,Quechua,Centro de Salud,Sí,En investigación
4230,2023,35-44,Lima,Octubre,Agresión sexual,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Cerrada
4231,2018,12-17,Ica,Abril,Violencia doméstica,Programas de educación indígena,Blanco,Centro de Salud,No,-
4232,2022,35-44,Apurimac,Julio,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
4233,2020,25-34,Amazonas,Mayo,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,CEM,Sí,Pendiente
4234,2021,12-17,Pasco,Mayo,Violencia de género,Campañas de sensibilización,Blanco,Comisaria,No,-
4235,2020,45-54,Huancavelica,Mayo,Violencia familiar,Campañas de sensibilización,Blanco,CEM,Sí,En investigación
4236,2021,45-54,Ayacucho,Junio,Violencia familiar,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
4237,2018,45-54,Arequipa,Agosto,Violencia de género,Asesoramiento legal,Blanco,Línea 100,No,-
4238,2019,6-11,Apurimac,Octubre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,CEM,Sí,Pendiente
4239,2019,6-11,Pasco,Marzo,Violencia de género,Campañas de sensibilización,Quechua,CEM,Sí,En investigación
4240,2020,25-34,La Libertad,Septiembre,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,Sí,En investigación
4241,2023,0-5,Callao,Julio,Violencia de pareja,Campañas de sensibilización,Blanco,Línea 100,Sí,En proceso
4242,2023,25-34,Arequipa,Noviembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,Línea 100,No,-
4243,2023,6-11,Pasco,Abril,Violencia doméstica,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
4244,2022,18-24,Apurimac,Marzo,Violencia familiar,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,Cerrada
4245,2018,55 o más,Cusco,Octubre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
4246,2018,6-11,Lima,Septiembre,Violencia de género,Campañas de sensibilización,Mestizo,Línea 100,No,-
4247,2019,18-24,Lima,Octubre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,CEM,No,-
4248,2020,25-34,San Martín,Mayo,Agresión sexual,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
4249,2018,18-24,Ucayali,Febrero,Agresión sexual,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
4250,2020,6-11,Puno,Diciembre,Agresión sexual,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Cerrada
4251,2019,18-24,Junín,Diciembre,Violencia de pareja,Atención psicológica,Afrodescendiente,CEM,No,-
4252,2020,6-11,Ucayali,Junio,Violencia familiar,Asesoramiento legal,Blanco,Línea 100,No,-
4253,2023,6-11,Huancavelica,Mayo,Agresión sexual,Campañas de sensibilización,Quechua,CEM,No,-
4254,2020,6-11,San Martín,Febrero,Violencia de pareja,Asesoramiento legal,Mestizo,CEM,Sí,En investigación
4255,2019,55 o más,Tumbes,Febrero,Violencia de género,Campañas de sensibilización,Blanco,Centro de Salud,No,-
4256,2020,35-44,Puno,Abril,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
4257,2019,55 o más,Cusco,Marzo,Violencia familiar,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Pendiente
4258,2019,18-24,Ancash,Marzo,Violencia doméstica,Atención psicológica,Blanco,Línea 100,Sí,En investigación
4259,2020,0-5,Loreto,Noviembre,Agresión sexual,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
4260,2021,12-17,Cajamarca,Agosto,Violencia de género,Asesoramiento legal,Indígena amazónico,Línea 100,Sí,En investigación
4261,2023,45-54,Ayacucho,Junio,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,En investigación
4262,2019,45-54,Lima,Junio,Violencia de género,Campañas de sensibilización,Quechua,Comisaria,No,-
4263,2022,18-24,Cusco,Octubre,Agresión sexual,Talleres de prevención,Blanco,Línea 100,Sí,En proceso
4264,2018,12-17,Moquegua,Septiembre,Violencia de pareja,Campañas de sensibilización,Blanco,CEM,Sí,Cerrada
4265,2020,25-34,Piura,Septiembre,Violencia de género,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
4266,2020,6-11,Ucayali,Diciembre,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,Cerrada
4267,2022,35-44,Cusco,Agosto,Violencia de género,Asesoramiento legal,Quechua,Línea 100,Sí,En proceso
4268,2021,55 o más,Huanuco,Diciembre,Violencia de género,Programas de educación indígena,Quechua,Centro de Salud,No,-
4269,2023,45-54,Lambayeque,Abril,Violencia de pareja,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
4270,2019,55 o más,Pasco,Octubre,Violencia doméstica,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Cerrada
4271,2022,12-17,Ucayali,Septiembre,Violencia de género,Atención psicológica,Indígena amazónico,Comisaria,Sí,Pendiente
4272,2023,12-17,Puno,Enero,Violencia de género,Atención psicológica,Afrodescendiente,Centro de Salud,No,-
4273,2020,55 o más,San Martín,Octubre,Violencia doméstica,Campañas de sensibilización,Quechua,Línea 100,No,-
4274,2023,55 o más,Lambayeque,Mayo,Violencia de pareja,Atención psicológica,Blanco,Línea 100,No,-
4275,2021,45-54,Junín,Enero,Violencia de género,Talleres de prevención,Afrodescendiente,Comisaria,No,-
4276,2023,12-17,San Martín,Noviembre,Violencia familiar,Campañas de sensibilización,Quechua,Comisaria,Sí,Cerrada
4277,2023,0-5,Ucayali,Abril,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,Pendiente
4278,2023,12-17,Tacna,Octubre,Violencia familiar,Talleres de prevención,Blanco,Centro de Salud,No,-
4279,2023,55 o más,Puno,Diciembre,Violencia doméstica,Atención psicológica,Mestizo,Comisaria,Sí,Cerrada
4280,2020,35-44,Cajamarca,Noviembre,Violencia doméstica,Talleres de prevención,Afrodescendiente,Línea 100,Sí,En proceso
4281,2023,55 o más,Apurimac,Abril,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
4282,2020,25-34,Amazonas,Noviembre,Violencia de pareja,Talleres de prevención,Mestizo,Centro de Salud,Sí,En proceso
4283,2019,18-24,Loreto,Julio,Violencia de pareja,Atención psicológica,Mestizo,CEM,Sí,En proceso
4284,2019,0-5,Arequipa,Agosto,Violencia de pareja,Asesoramiento legal,Blanco,Comisaria,No,-
4285,2021,55 o más,Puno,Mayo,Violencia doméstica,Atención psicológica,Blanco,Comisaria,No,-
4286,2020,55 o más,Puno,Octubre,Agresión sexual,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,Cerrada
4287,2019,25-34,Ica,Septiembre,Violencia doméstica,Asesoramiento legal,Mestizo,Comisaria,No,-
4288,2023,35-44,Pasco,Febrero,Agresión sexual,Atención psicológica,Afrodescendiente,Comisaria,No,-
4289,2021,0-5,Ica,Diciembre,Violencia de pareja,Programas de educación indígena,Afrodescendiente,CEM,No,-
4290,2022,25-34,Loreto,Agosto,Violencia doméstica,Talleres de prevención,Quechua,Centro de Salud,No,-
4291,2020,45-54,Amazonas,Septiembre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,En investigación
4292,2021,18-24,Apurimac,Octubre,Violencia doméstica,Talleres de prevención,Afrodescendiente,Comisaria,Sí,En investigación
4293,2018,18-24,Tacna,Febrero,Violencia de género,Programas de educación indígena,Afrodescendiente,Línea 100,No,-
4294,2020,45-54,Cusco,Mayo,Violencia de género,Atención psicológica,Blanco,Comisaria,Sí,En investigación
4295,2019,6-11,San Martín,Octubre,Violencia doméstica,Campañas de sensibilización,Blanco,Comisaria,Sí,Cerrada
4296,2018,6-11,Ayacucho,Octubre,Agresión sexual,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
4297,2018,18-24,Cusco,Octubre,Violencia doméstica,Atención psicológica,Quechua,Comisaria,Sí,Pendiente
4298,2023,6-11,Loreto,Febrero,Violencia doméstica,Atención psicológica,Afrodescendiente,Comisaria,No,-
4299,2020,25-34,Amazonas,Abril,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,Sí,Pendiente
4300,2022,6-11,Ancash,Julio,Agresión sexual,Asesoramiento legal,Mestizo,Centro de Salud,Sí,En investigación
